date,open,high,low,close,volume,dividends,stock_splits,ticker,daily_return,target_return,target_direction
2024-03-01,178.09718827908785,179.06925444803085,175.94474848019505,178.206298828125,73563100,0.0,0.0,AAPL,-0.006030408729215786,-0.025381353494087766,0
2024-03-04,174.7246735635979,175.46860492728393,172.38376893378626,173.6831817626953,81510100,0.0,0.0,AAPL,-0.025381353494087766,-0.02844093754087962,0
2024-03-05,169.37829007310003,170.6479317427376,168.24751498810025,168.74346923828125,95132400,0.0,0.0,AAPL,-0.02844093754087962,-0.005878229517707778,0
2024-03-06,169.67586125903696,169.85441265484894,167.31511424596866,167.75155639648438,68587700,0.0,0.0,AAPL,-0.005878229517707778,-0.0007094020374819321,0
2024-03-07,167.78133333619056,169.34855073763018,167.12668516420615,167.63255310058594,71765100,0.0,0.0,AAPL,-0.0007094020374819321,0.010236695595390088,1
2024-03-08,167.6325588229327,172.29452636668307,167.57304672665933,169.3485565185547,76267000,0.0,0.0,AAPL,0.010236695595390088,0.011831406378579601,1
2024-03-11,171.54065314121274,172.9690037589795,170.65785520874886,171.35218811035156,60139500,0.0,0.0,AAPL,0.011831406378579601,0.002778693748571426,1
2024-03-12,171.74896885963832,172.62185327512867,169.62628505087014,171.8283233642578,59825400,0.0,0.0,AAPL,0.002778693748571426,-0.012122699159865968,0
2024-03-13,171.3720295685671,171.78862930722158,169.3782838692582,169.74530029296875,52488700,0.0,0.0,AAPL,-0.012122699159865968,0.010927393300581345,1
2024-03-14,171.51090581587792,172.89957168966941,170.65786388331372,171.6001739501953,72913500,0.0,0.0,AAPL,0.010927393300581345,-0.002196605385262229,0
2024-03-15,169.78497182252738,171.22323608398438,168.91208752136302,171.22323608398438,121752700,0.0,0.0,AAPL,-0.002196605385262229,0.00637253163318352,1
2024-03-18,174.14939851903085,176.27208229753154,172.11598288120766,172.31436157226562,75604200,0.0,0.0,AAPL,0.00637253163318352,0.013585034846115063,1
2024-03-19,172.92933186407737,175.18096849600929,171.62993409357304,174.65525817871094,55215200,0.0,0.0,AAPL,0.013585034846115063,0.014709152123493885,1
2024-03-20,174.29816190798687,177.2242889404297,173.67325471299228,177.2242889404297,53423100,0.0,0.0,AAPL,0.014709152123493885,-0.04085738508981518,0
2024-03-21,175.61741650508932,176.05385870042272,169.45765758517675,169.98336791992188,106181300,0.0,0.0,AAPL,-0.04085738508981518,0.005310219092767188,1
2024-03-22,170.3702201223851,171.64979072547655,168.6839784855534,170.88601684570312,71160100,0.0,0.0,AAPL,0.005310219092767188,-0.008300513983784175,0
2024-03-25,169.1898419011277,170.54875171721093,168.078894077347,169.4675750732422,54288300,0.0,0.0,AAPL,-0.008300513983784175,-0.006672473018964897,0
2024-03-26,168.6244540719099,170.0329624014482,168.20785429573576,168.33680725097656,57388400,0.0,0.0,AAPL,-0.006672473018964897,0.02121260272616654,1
2024-03-27,169.03114031499092,172.19533102381604,168.73356472173438,171.9076690673828,60273300,0.0,0.0,AAPL,0.02121260272616654,-0.01055916129577994,0
2024-03-28,170.36028779920613,170.83639964948821,169.13031578937776,170.09246826171875,65672700,0.0,0.0,AAPL,-0.01055916129577994,-0.008455770876580448,0
2024-04-01,169.80482284392966,169.86433493378763,168.1086526063626,168.65420532226562,46240500,0.0,0.0,AAPL,-0.008455770876580448,-0.006998782765317624,0
2024-04-02,167.71189467068976,167.96978543762384,166.86876637308836,167.4738311767578,49329500,0.0,0.0,AAPL,-0.006998782765317624,0.0047973840071102725,1
2024-04-03,167.4242255584593,169.29893197888933,167.21593325359058,168.2772674560547,47691700,0.0,0.0,AAPL,0.0047973840071102725,-0.004892358412541542,0
2024-04-04,168.9120862737285,170.5289019190824,167.45399475097656,167.45399475097656,53704400,0.0,0.0,AAPL,-0.004892358412541542,0.004501896026749774,1
2024-04-05,168.21776886148135,169.01129873561936,167.5829479892356,168.20785522460938,42104800,0.0,0.0,AAPL,0.004501896026749774,-0.006663661013074584,0
2024-04-08,167.66228381393842,167.83090643391947,166.87868279928273,167.08697509765625,37425500,0.0,0.0,AAPL,-0.006663661013074584,0.007242690826442466,1
2024-04-09,167.33498182341344,168.7038205676874,166.98782288624614,168.29713439941406,42373800,0.0,0.0,AAPL,0.007242690826442466,-0.011139287009834797,0
2024-04-10,167.43417533006158,167.72182216558926,165.75784736817235,166.42242431640625,49709300,0.0,0.0,AAPL,-0.011139287009834797,0.04327090053233529,1
2024-04-11,166.97788797659143,174.04028741115994,166.79935169580833,173.62367248535156,91070300,0.0,0.0,AAPL,0.04327090053233529,0.008626455923711474,1
2024-04-12,172.84995075238103,176.91678120926676,172.80036744109194,175.12142944335938,101670900,0.0,0.0,AAPL,0.008626455923711474,-0.02186340428194089,0
2024-04-15,173.94107267383276,175.20080068867838,171.10421379905583,171.2926788330078,73531800,0.0,0.0,AAPL,-0.02186340428194089,-0.01916730128898181,0
2024-04-16,170.36027866522625,172.354009228837,166.9084414489389,168.00946044921875,73711200,0.0,0.0,AAPL,-0.01916730128898181,-0.008147280437481141,0
2024-04-17,168.23761366668208,169.2691919230274,166.64064025878906,166.64064025878906,50901200,0.0,0.0,AAPL,-0.008147280437481141,-0.005714332282662715,0
2024-04-18,166.67039519798726,167.27546002889196,165.20237475763562,165.6884002685547,43122900,0.0,0.0,AAPL,-0.005714332282662715,-0.012212766800002384,0
2024-04-19,164.8651023016311,165.05355218450794,162.7523325602016,163.66488647460938,68149400,0.0,0.0,AAPL,-0.012212766800002384,0.005091021376024685,1
2024-04-22,164.18070504913473,165.9066162144586,163.43677364744048,164.49810791015625,48116400,0.0,0.0,AAPL,0.005091021376024685,0.006391697342287284,1
2024-04-23,164.01208389352126,165.69832539217154,163.58555534900174,165.54953002929688,49537800,0.0,0.0,AAPL,0.006391697342287284,0.012702113857526731,1
2024-04-24,165.19241532333402,167.93009214499835,164.86509887626792,167.65235900878906,48251800,0.0,0.0,AAPL,0.012702113857526731,0.005147413846849025,1
2024-04-25,168.15824741627387,169.2295104164757,166.78940883790665,168.5153350830078,50558300,0.0,0.0,AAPL,0.005147413846849025,-0.0034729827656568846,0
2024-04-26,168.50539287934848,169.95357057341047,167.81104493623707,167.93008422851562,44838400,0.0,0.0,AAPL,-0.0034729827656568846,0.02480821802547939,1
2024-04-29,171.9671774185786,174.60565774723543,171.69937301226366,172.09613037109375,68169400,0.0,0.0,AAPL,0.02480821802547939,-0.018271059641661314,0
2024-04-30,171.9274767702081,173.57404826989546,168.62442013601134,168.95175170898438,65934800,0.0,0.0,AAPL,-0.018271059641661314,-0.006047096109595529,0
2024-05-01,168.20781735163217,171.31249528507365,167.74161922311797,167.93008422851562,50383100,0.0,0.0,AAPL,-0.006047096109595529,0.022031961209093787,1
2024-05-02,171.1141167118999,172.01675700988142,169.50722990892024,171.62991333007812,94214900,0.0,0.0,AAPL,0.022031961209093787,0.05981629699594726,1
2024-05-03,185.13970898312533,185.48688300008854,181.1820038934194,181.89617919921875,163224100,0.0,0.0,AAPL,0.05981629699594726,-0.009106727195306918,0
2024-05-06,180.87452115240256,182.70954279745968,178.9601298757301,180.2397003173828,78569700,0.0,0.0,AAPL,-0.009106727195306918,0.0037971793373776652,1
2024-05-07,181.965609726272,183.40387401178498,179.8528549315395,180.92410278320312,77305800,0.0,0.0,AAPL,0.0037971793373776652,0.0018641242900210298,1
2024-05-08,181.3704783401059,181.58869942461462,179.9817973354757,181.26136779785156,45057100,0.0,0.0,AAPL,0.0018641242900210298,0.010014272912739042,1
2024-05-09,181.0828227285221,183.16583674066726,180.63646690744054,183.07656860351562,48983000,0.0,0.0,AAPL,0.010014272912739042,-0.006890337524939394,0
2024-05-10,183.65261967053823,183.84134031553506,180.9013175850214,181.8151092529297,50759500,0.25,0.0,AAPL,-0.006890337524939394,0.017645516089005664,1
2024-05-13,184.18900107058352,185.8378061410755,183.37452561798457,185.02333068847656,72044800,0.0,0.0,AAPL,0.017645516089005664,0.00617350486228041,1
2024-05-14,186.24503525163803,187.029714327999,185.0332642686859,186.1655731201172,52393600,0.0,0.0,AAPL,0.00617350486228041,0.012217894820617525,1
2024-05-15,186.6423374407049,189.36384333151435,186.1059718662387,188.44012451171875,70400000,0.0,0.0,AAPL,0.012217894820617525,0.0006324895065528136,1
2024-05-16,189.1850657006259,189.81082048816586,188.3805324914181,188.55931091308594,52845200,0.0,0.0,AAPL,0.0006324895065528136,0.00015812358288624928,1
2024-05-17,188.23155455119007,189.52278774440742,187.903778922122,188.58912658691406,41282900,0.0,0.0,AAPL,0.00015812358288624928,0.0061619610761933785,1
2024-05-20,188.052749878466,190.62527366658756,187.73490137733788,189.75120544433594,44361300,0.0,0.0,AAPL,0.0061619610761933785,0.006857203972326031,1
2024-05-21,189.80085871777243,191.42979428958276,189.63200739606737,191.0523681640625,42309400,0.0,0.0,AAPL,0.006857203972326031,-0.007538251524981443,0
2024-05-22,190.97293553544338,191.51922822288097,188.9864276944718,189.61216735839844,34648500,0.0,0.0,AAPL,-0.007538251524981443,-0.02105811141307523,0
2024-05-23,189.69162509909052,189.7114944206788,185.370979738518,185.61929321289062,51005900,0.0,0.0,AAPL,-0.02105811141307523,0.016588098099212356,1
2024-05-24,187.54620129756856,189.2943226367172,186.771449342652,188.6983642578125,36327000,0.0,0.0,AAPL,0.016588098099212356,5.264206565191998e-05,1
2024-05-28,190.21803261577213,191.69798625592665,187.82430244055638,188.7082977294922,52280100,0.0,0.0,AAPL,5.264206565191998e-05,0.0015790979791927562,1
2024-05-29,188.33088121296123,190.95307102285372,188.23154975607,189.00628662109375,53068000,0.0,0.0,AAPL,0.0015790979791927562,0.005255065184347485,1
2024-05-30,189.47310363654154,190.88352231957748,189.34399093884022,189.99952697753906,49889100,0.0,0.0,AAPL,0.005255065184347485,0.005018708526608462,1
2024-05-31,190.14854591816024,191.27092777465327,188.6288685287447,190.9530792236328,75158300,0.0,0.0,AAPL,0.005018708526608462,0.009258687321009873,1
2024-06-03,191.5986723140291,193.67458449503022,191.22124613590765,192.72105407714844,50080500,0.0,0.0,AAPL,0.009258687321009873,0.0016492260157763283,1
2024-06-04,193.32693160548868,194.0023521144802,191.72779227719917,193.0388946533203,47471400,0.0,0.0,AAPL,0.0016492260157763283,0.007820885579215675,1
2024-06-05,194.08179923154876,195.5716800296083,193.55537589536917,194.5486297607422,54156800,0.0,0.0,AAPL,0.007820885579215675,-0.0070965829718872,0
2024-06-06,194.36984306207057,195.17437623382352,192.8600930073616,193.16799926757812,41181800,0.0,0.0,AAPL,-0.0070965829718872,0.012392157705329865,1
2024-06-07,193.33687329712626,195.61143330627965,192.83031924399432,195.561767578125,53103900,0.0,0.0,AAPL,0.012392157705329865,-0.019147828209247986,0
2024-06-10,195.57168290202756,195.96899354752293,190.8537269722117,191.8171844482422,97010200,0.0,0.0,AAPL,-0.019147828209247986,0.07264911405527563,1
2024-06-11,192.34360572370616,205.762475197422,192.32375155853347,205.75253295898438,172373300,0.0,0.0,AAPL,0.07264911405527563,0.02857841452639609,1
2024-06-12,205.97105482418652,218.7145040828182,205.50422428227435,211.6326141357422,198134300,0.0,0.0,AAPL,0.02857841452639609,0.005491163919822961,1
2024-06-13,213.29135046662026,215.2877853731434,210.17253378994005,212.7947235107422,97862700,0.0,0.0,AAPL,0.005491163919822961,-0.008168387207109884,0
2024-06-14,212.40735976944958,213.71844708080008,209.87455920751867,211.05653381347656,70122700,0.0,0.0,AAPL,-0.008168387207109884,0.019671480236015615,1
2024-06-17,211.93058723086708,217.4729460060793,211.28497823555003,215.2083282470703,93728300,0.0,0.0,AAPL,0.019671480236015615,-0.010984555824409603,0
2024-06-18,216.12210108008887,217.15509356895643,211.56306955662498,212.8443603515625,79943300,0.0,0.0,AAPL,-0.010984555824409603,-0.021512774278355185,0
2024-06-20,212.4868170943974,212.79473855973384,207.4411002029893,208.26548767089844,86172500,0.0,0.0,AAPL,-0.021512774278355185,-0.010444514633317747,0
2024-06-21,208.9706859649803,210.4605668046439,205.71281440805072,206.0902557373047,241805100,0.0,0.0,AAPL,-0.010444514633317747,0.0031326049983522175,1
2024-06-24,206.3186903055129,211.2650902197957,205.1963086085621,206.73585510253906,80727000,0.0,0.0,AAPL,0.0031326049983522175,0.004468271024377968,1
2024-06-25,207.73905391104032,209.95402109263304,207.20270345608853,207.65960693359375,55549700,0.0,0.0,AAPL,0.004468271024377968,0.019993195769326233,1
2024-06-26,210.07319184959564,213.41052543273105,209.21899292189278,211.81138610839844,66213200,0.0,0.0,AAPL,0.019993195769326233,0.003985946243683314,1
2024-06-27,213.2416710401095,214.28459061162127,210.91746067332394,212.65565490722656,49772700,0.0,0.0,AAPL,0.003985946243683314,-0.016254034968784747,0
2024-06-28,214.31440940079366,214.61238861747256,208.88130907255572,209.1991424560547,82542700,0.0,0.0,AAPL,-0.016254034968784747,0.029104581849479283,1
2024-07-01,210.65922892540738,216.04266357466884,210.49037757076027,215.2877960205078,60402900,0.0,0.0,AAPL,0.029104581849479283,0.016239872405761302,1
2024-07-02,214.69182595520752,218.89330089441245,213.6489214774443,218.78404235839844,58046200,0.0,0.0,AAPL,0.016239872405761302,0.005811037637767136,1
2024-07-03,218.5158580863075,220.05540466308594,217.55240059045883,220.05540466308594,37369800,0.0,0.0,AAPL,0.005811037637767136,0.021620420716190747,1
2024-07-05,220.15473164881905,224.9223536333555,220.15473164881905,224.81309509277344,60412400,0.0,0.0,AAPL,0.021620420716190747,0.006538838313157713,1
2024-07-08,225.55802531049062,226.31290797690275,221.7439339584199,226.28311157226562,59085900,0.0,0.0,AAPL,0.006538838313157713,0.0037748597576887644,1
2024-07-09,226.39235814584333,227.85244261706796,224.84288445944628,227.13729858398438,48076100,0.0,0.0,AAPL,0.0037748597576887644,0.018803654790143787,1
2024-07-10,227.75314253460962,231.50764139768867,227.703476804027,231.40830993652344,62627700,0.0,0.0,AAPL,0.018803654790143787,-0.02322094612304515,0
2024-07-11,229.82901193417422,230.82226580227746,224.2469300453064,226.0347900390625,64710600,0.0,0.0,AAPL,-0.02322094612304515,0.01305093976973315,1
2024-07-12,227.3756899381295,231.07059580434316,227.13730353661973,228.98475646972656,53046500,0.0,0.0,AAPL,0.01305093976973315,0.01674327110909135,1
2024-07-15,234.88468027763452,235.62962070976812,231.5175501306247,232.81871032714844,62631300,0.0,0.0,AAPL,0.01674327110909135,0.0017919116172904204,1
2024-07-16,233.41467931591345,234.67611608181264,230.76269307600518,233.23590087890625,43234300,0.0,0.0,AAPL,0.0017919116172904204,-0.025295989335669677,0
2024-07-17,227.90211488577285,229.89856501704188,225.11107372236052,227.33596801757812,57345900,0.0,0.0,AAPL,-0.025295989335669677,-0.020534892665059812,0
2024-07-18,228.7265030667722,228.88542732552744,220.7705449165008,222.6676483154297,66034600,0.0,0.0,AAPL,-0.020534892665059812,0.0005798771129246205,1
2024-07-19,223.30333735062962,225.2699757257536,221.7737179376491,222.79676818847656,49151500,0.0,0.0,AAPL,0.0005798771129246205,-0.0015602817547505365,0
2024-07-22,225.47855462210336,226.24336434241772,221.58500128681854,222.4491424560547,48201800,0.0,0.0,AAPL,-0.0015602817547505365,0.004688297303954592,1
2024-07-23,222.8563682936816,225.40903804109774,221.17776681088287,223.49205017089844,39960300,0.0,0.0,AAPL,0.004688297303954592,-0.028754247948780565,0
2024-07-24,222.48887740092556,223.2834835656707,215.66522784122517,217.06570434570312,61777600,0.0,0.0,AAPL,-0.028754247948780565,-0.004804641879178839,0
2024-07-25,217.45305415919788,219.36011485373604,213.17213256832727,216.0227813720703,51391200,0.0,0.0,AAPL,-0.004804641879178839,0.002161080643448887,1
2024-07-26,217.22462220056258,218.0093012590926,214.55276681781487,216.4896240234375,41601300,0.0,0.0,AAPL,0.002161080643448887,0.0012846190236952548,1
2024-07-29,215.49636696784094,217.82057739339885,214.2945231128628,216.76773071289062,36311800,0.0,0.0,AAPL,0.0012846190236952548,0.0025659417897534453,1
2024-07-30,217.71131248471113,218.84362126060284,214.66201590891492,217.32394409179688,41643800,0.0,0.0,AAPL,0.0025659417897534453,0.01499086328830912,1
2024-07-31,219.94613576688096,222.31008478832948,219.14160257039833,220.58181762695312,50036300,0.0,0.0,AAPL,0.01499086328830912,-0.01675070299286463,0
2024-08-01,222.85636745689294,222.96562598955987,215.5559605569344,216.8869171142578,62501000,0.0,0.0,AAPL,-0.01675070299286463,0.006869331649347998,1
2024-08-02,217.6715683981697,224.07806765618477,216.24129562954897,218.3767852783203,105568600,0.0,0.0,AAPL,0.006869331649347998,-0.04816693045144471,0
2024-08-05,197.74691336614487,212.0597055615941,194.6777624827749,207.85824584960938,119548600,0.0,0.0,AAPL,-0.04816693045144471,-0.009748206566957851,0
2024-08-06,203.91502798694503,208.5733911865651,199.7135682482994,205.83200073242188,69660500,0.0,0.0,AAPL,-0.009748206566957851,0.01249825233223767,1
2024-08-07,205.5042262843129,212.19876304064402,204.99767225034321,208.404541015625,63516400,0.0,0.0,AAPL,0.01249825233223767,0.016633328452189122,1
2024-08-08,211.67235443417223,212.75499762550604,207.42122864939222,211.87100219726562,47161100,0.0,0.0,AAPL,0.016633328452189122,0.0137359420239338,1
2024-08-09,210.66917905420067,215.31760049038544,210.54005118457778,214.78125,42201600,0.0,0.0,AAPL,0.0137359420239338,0.007129844022806697,1
2024-08-12,214.86078610016068,218.28152162650582,214.39341520959198,216.31260681152344,38028100,0.25,0.0,AAPL,0.007129844022806697,0.017193106533082814,1
2024-08-13,217.7843306202791,220.64821789171992,217.7843306202791,220.0316925048828,44155300,0.0,0.0,AAPL,0.017193106533082814,0.002033564916830377,1
2024-08-14,219.33558330044798,221.78180736898403,218.47044195323042,220.47914123535156,41960600,0.0,0.0,AAPL,0.002033564916830377,0.013530670403128386,1
2024-08-15,223.3430482530648,224.08885093177264,221.51333414952188,223.46237182617188,46414000,0.0,0.0,AAPL,0.013530670403128386,0.005918470886995708,1
2024-08-16,222.66684293368954,225.56056092969672,222.39834972442236,224.78492736816406,44340200,0.0,0.0,AAPL,0.005918470886995708,-0.0007078706486540742,0
2024-08-19,224.45676193958974,224.7252551363764,221.79175263729985,224.6258087158203,40687800,0.0,0.0,AAPL,-0.0007078706486540742,0.002744704072942472,1
2024-08-20,224.50649118022673,225.89865006504533,224.18827476461456,225.24234008789062,30299000,0.0,0.0,AAPL,0.002744704072942472,-0.00048552035628945944,0
2024-08-21,225.25231910261834,226.7041399348782,223.79054452288287,225.1329803466797,34765500,0.0,0.0,AAPL,-0.00048552035628945944,-0.008259820940518026,0
2024-08-22,226.51517227009805,227.06209724349452,222.64694316501192,223.27342224121094,43695300,0.0,0.0,AAPL,-0.008259820940518026,0.010288163011969331,1
2024-08-23,224.39710671028325,226.9427773475752,223.07454817990703,225.57049560546875,38677300,0.0,0.0,AAPL,0.010288163011969331,0.001498952715107471,1
